	1
Tom	1
supermajority	1
forcefully	1
markets	1
flat	1
flaw	1
newlyweds	1
thus	1
flag	1
known	1
glad	1
largescale	1
debates	1
Expanding	1
equation	1
debated	1
Tomorrow	1
embarrassing	1
challenging	1
prompting	1
protects	1
airplane	1
Benghazi	5
goal	1
rather	1
speeding	1
shouldnt	1
reflect	1
disable	1
Upward	1
shortcomings	1
short	5
reestablishing	1
shore	1
Democrats	1
Armed	1
turnover	1
developed	1
mission	1
isnt	1
scientist	1
March	1
pray	1
inward	5
resort	1
might	1
somebody	1
framework	1
communities	1
hunted	5
bigger	1
policeman	5
inequality	1
inherent	1
friendship	1
weight	1
needless	1
generation	1
Tripoli	1
pirated	1
expect	1
More	1
adhere	1
health	1
Mali	1
teach	1
generate	1
Rebekah	1
thread	1
People	1
threat	1
Pass	1
consequence	1
fallen	1
feed	1
feel	1
churning	1
fancy	1
revive	1
feet	1
brave	1
fees	1
story	1
temperature	1
leading	1
financed	1
Selma	1
downpayment	1
storm	1
Abroad	1
store	5
pipelines	1
option	1
pump	1
checklist	1
convinces	1
Companies	5
convinced	1
kind	1
double	1
risks	1
Elementary	1
Protecting	5
stale	1
risky	1
cleaner	1
uniforms	1
gals	1
strengthen	1
imports	1
recoverygov	1
alike	1
nights	1
gutwrenching	1
Germany	1
finding	1
bonetired	1
added	1
electric	1
reach	1
Equal	5
cuttingedge	1
storefronts	1
enduring	1
nothing	1
measured	1
achievement	1
windows	1
traditional	5
Sikh	1
nobid	1
Ford	1
Affordable	1
securing	1
starters	1
unilaterally	1
his	1
hit	1
gains	1
strongholds	1
longest	1
saluting	1
emails	1
Olympic	1
sustainable	1
wrote	1
forego	1
art	1
dump	1
intelligence	1
defense	1
are	1
chambers	1
arm	1
declined	1
threats	1
Oregon	1
unions	1
corruption	1
recently	1
creating	1
sold	1
attention	1
succeed	1
opposition	1
African	5
competent	1
prescription	1
riddled	1
became	1
bond	1
finds	5
reasons	1
slots	1
Unprecedented	1
decline	1
incomes	1
political	1
due	1
whos	1
whom	1
reduction	1
Plan	1
whod	1
sending	1
dropout	1
demand	1
plants	1
stolen	1
bailouts	1
frozen	1
Bloody	1
behavior	1
engineers	1
City	1
enriching	1
onceshuttered	1
rid	1
alliances	1
anguish	1
ethnicity	1
numberone	1
ample	1
ideologies	1
widely	1
peoples	1
shirk	1
daughters	1
higher	1
Ill	1
negotiate	1
arrived	1
contractors	1
robust	1
lower	1
earmark	1
Miller	1
anybody	5
cheer	5
edge	1
stating	1
AIDSfree	1
competitive	1
repealing	1
questions	1
Taken	1
retired	1
continent	1
profitable	1
tables	1
illusions	1
majority	1
workers	1
violations	1
customers	1
Last	1
advocate	1
Air	1
Yemen	1
Pakistan	1
confront	1
shapes	1
distrust	1
unstable	1
perpetual	1
understood	1
outteach	1
modernize	5
prop	5
tends	5
refused	1
refuses	1
intense	1
pipeline	1
entrepreneurs	1
completing	1
ordeal	1
range	1
adversity	1
hatred	5
womens	1
stitched	1
resilience	1
canal	1
whims	1
entitlement	1
question	1
long	1
Every	1
Bryan	1
governmentOur	1
Austin	5
deployed	1
called	1
freak	1
shortcuts	1
divisive	1
associates	1
independents	1
tone	1
malicious	1
backs	1
teams	1
income	1
generates	1
problems	1
helping	1
develops	1
allowing	1
Making	1
suffers	1
vice	1
yardsticks	1
once	1
Department	1
contributions	1
issues	1
uphold	1
stable	1
dramatically	1
confirmation	1
wished	1
Kyi	1
Ukraines	1
Estiven	1
deals	1
polling	1
dealt	1
alltime	1
reemployment	1
Earned	1
Allentown	1
isolate	1
malice	5
State	1
universities	1
networks	1
Regulations	1
relent	1
capital	1
relocate	1
ammunition	1
chose	1
degree	1
pushing	5
youngest	1
separation	1
skyrocketed	1
larger	1
leaving	1
nationbuild	5
payoffs	1
Robert	1
apply	1
fed	1
fee	1
from	1
few	1
chip	1
sort	1
brochure	5
women	1
stabilized	1
getting	1
dusted	1
anywhere	1
decadeslong	5
proof	1
Annapolis	1
tax	1
weve	1
something	1
counterfeit	1
united	1
memorize	1
sit	1
six	1
struggles	1
unites	1
instead	1
struggled	1
attend	1
tack	1
ethnic	5
readiness	1
majorities	1
light	1
honestly	1
stamped	1
looks	1
lifeblood	1
unchecked	1
underwater	1
Elyria	1
permanent	1
choose	1
covered	1
defining	1
violating	1
campaigned	1
insourcing	1
material	1
spikes	1
Can	1
ambition	1
worlds	1
profound	1
eased	1
trimmed	1
bills	1
related	1
Next	1
doubled	1
Which	1
our	1
out	1
category	5
respects	5
frontier	5
integrates	1
chaos	1
Nearly	5
honorable	1
supports	1
disclose	1
This	1
vacations	1
conflicts	1
repairing	1
fascism	1
conversation	1
homelessness	1
plainly	1
proposing	1
heroes	1
North	1
priority	1
their	1
shell	1
reversed	1
debate	1
reverses	1
blind	1
liquid	1
isolation	1
infectious	1
limiting	1
patients	1
migration	1
linked	5
Independent	1
afraid	1
agency	1
which	1
alienating	1
combat	1
collaboration	1
who	1
accountants	1
Abraham	1
why	1
deny	1
Lock	1
looked	1
Earth	1
gain	1
Everybody	1
chances	1
agreed	1
playbook	1
Innovation	1
fear	1
darkest	1
pleased	1
litigation	1
showdowns	1
candidates	1
local	1
spun	1
prosecute	1
watching	1
ones	1
words	1
THE	1
Providing	5
chips	1
GPS	1
enlisting	1
ended	1
married	1
Experts	1
generations	1
view	1
available	1
shedding	1
merits	1
Ebola	1
closer	1
frustrates	1
droughts	1
favor	5
closed	1
stories	1
blocked	1
frustrated	1
environmentalists	5
bought	1
ability	1
opening	1
Blacksburg	1
agencies	1
embarrassment	1
job	1
swift	1
Reforming	1
budgeting	1
urging	5
Sustaining	1
safely	1
birthdays	1
wall	1
walk	1
packaging	1
Finally	1
respect	1
decent	1
agreements	1
proudest	1
harshest	1
Credit	1
ensuring	1
last	1
perseveres	1
Force	1
fearful	1
choices	1
will	1
Reinvestment	1
malls	1
lightweight	1
perhaps	1
unite	1
member	1
unity	1
largest	1
gets	1
difficult	1
Third	1
disagree	1
diploma	1
student	1
lowerwage	1
lobby	1
antsy	5
gutter	1
fighting	1
States	1
gutted	1
excessive	1
heavily	1
half	1
obtain	1
batteries	1
rocked	1
consume	1
point	1
capabilities	1
simple	1
attractive	1
smart	1
loan	1
enact	1
openended	1
know	1
presume	1
redesign	1
Within	1
loses	5
taxpayers	1
Inspector	1
exceed	1
because	1
Suu	1
growth	1
export	1
employment	1
scares	1
disrupting	1
lead	1
leak	1
breakthroughs	1
leader	1
locate	1
ripped	1
murderer	1
murdered	1
Brothers	1
throng	1
extension	1
saddle	1
spilled	1
dependence	1
surge	1
Americans	1
own	1
unsustainable	1
owe	1
weather	1
promise	1
Enforcement	1
transfer	1
overtime	1
funds	1
Detroit	1
Boehner	1
mailed	1
automated	5
made	1
tactics	1
Ten	1
whether	1
Tea	5
retool	1
record	1
below	1
demonstrate	1
broadly	5
unfolding	5
received	1
goodness	5
mutual	1
yearolds	1
incredible	1
percent	1
Islamic	1
other	1
Five	1
boom	1
branch	1
Manufacturing	1
conclusion	1
kinds	1
risked	1
accomplish	1
priced	1
factors	1


 TF 

	1407.78192372
four	33.2710646669
hanging	2.07944154168
aggression	4.15888308336
marching	4.15888308336
increase	22.8738569585
fouryear	2.07944154168
electricity	6.23832462504
unanswered	0.0
Ronald	6.23832462504
regional	2.07944154168
bringing	18.7149738751
grueling	4.15888308336
Erler	2.07944154168
piling	2.07944154168
straight	10.3972077084
Sandy	6.23832462504
charter	2.07944154168
tired	12.4766492501
tires	2.07944154168
second	16.6355323334
errors	2.07944154168
fingers	2.07944154168
bonuses	4.15888308336
fossil	4.15888308336
resilient	2.07944154168
increasing	4.15888308336
avert	2.07944154168
Budget	2.07944154168
here	164.275881793
Cold	6.23832462504
borrowers	0.0
kids	79.0187785838
controversy	2.07944154168
military	58.224363167
catalyzed	2.07944154168
divide	4.15888308336
Three	2.07944154168
replace	6.23832462504
brought	14.5560907918
Basic	2.07944154168
commonwealths	2.07944154168
unit	10.3972077084
opponents	4.15888308336
spoke	2.07944154168
occupying	0.0
music	2.07944154168
bedrock	4.15888308336
strike	6.23832462504
marchers	2.07944154168
until	18.7149738751
Recent	2.07944154168
mired	2.07944154168
successful	2.07944154168
brings	8.31776616672
Rule	2.07944154168
hurt	6.23832462504
midst	6.23832462504
hold	35.3505062086
circumstances	4.15888308336
Michelles	2.07944154168
locked	4.15888308336
pursue	18.7149738751
plunged	4.15888308336
Ending	2.07944154168
temperatures	2.07944154168
Colombia	8.31776616672
revenues	2.07944154168
example	47.8271554586
household	2.07944154168
organized	2.07944154168
Brian	6.23832462504
reviewing	2.07944154168
want	195.467504918
reimagined	2.07944154168
travel	14.5560907918
damage	6.23832462504
how	168.434764876
hot	0.0
retooled	4.15888308336
A	70.7010124171
oceans	2.07944154168
typed	2.07944154168
shores	18.7149738751
modest	6.23832462504
destined	2.07944154168
types	2.07944154168
effective	8.31776616672
scourge	0.0
wins	2.07944154168
attracts	4.15888308336
keeps	12.4766492501
democratic	6.23832462504
wind	20.7944154168
senators	2.07944154168
welcomed	4.15888308336
govern	10.3972077084
partnered	2.07944154168
drawdown	2.07944154168
stockpiles	4.15888308336
rewarded	8.31776616672
homebuyers	2.07944154168
marketbased	4.15888308336
His	8.31776616672
fix	24.9532985002
hidden	4.15888308336
easier	16.6355323334
enrich	2.07944154168
educating	4.15888308336
effects	2.07944154168
schools	76.9393370422
competitiveness	2.07944154168
represents	4.15888308336
Millions	6.23832462504
financial	70.7010124171
Hopper	0.0
borne	2.07944154168
shutdowns	2.07944154168
misfortune	2.07944154168
rd	2.07944154168
encourage	18.7149738751
adapt	4.15888308336
Super	2.07944154168
foundation	14.5560907918
University	4.15888308336
threatened	6.23832462504
enormous	6.23832462504
shelves	2.07944154168
shipped	0.0
tempting	4.15888308336
crossings	4.15888308336
Please	2.07944154168
channels	2.07944154168
wash	2.07944154168
Proctor	2.07944154168
service	14.5560907918
lawsuits	2.07944154168
engagement	6.23832462504
needed	16.6355323334
listen	0.0
rewards	10.3972077084
collapse	6.23832462504
wisdom	2.07944154168
Summit	4.15888308336
Colleges	2.07944154168
peril	4.15888308336
majorette	2.07944154168
anniversaries	2.07944154168
nations	58.224363167
project	12.4766492501
endure	4.15888308336
feeling	2.07944154168
willingness	8.31776616672
Chicago	6.23832462504
spectrum	2.07944154168
selflessness	2.07944154168
pandemics	2.07944154168
dozen	2.07944154168
Then	4.15888308336
person	18.7149738751
responsible	24.9532985002
They	85.2571032089
responsibly	6.23832462504
Ask	6.23832462504
layoffs	6.23832462504
shall	2.07944154168
automaker	4.15888308336
simplify	6.23832462504
horsetrading	2.07944154168
spouses	4.15888308336
letter	12.4766492501
drought	4.15888308336
Whats	10.3972077084
tech	2.07944154168
incomplete	2.07944154168
saying	8.31776616672
bomb	6.23832462504
Union	22.8738569585
meetings	2.07944154168
participate	6.23832462504
reinvented	6.23832462504
Congressional	4.15888308336
lessons	4.15888308336
busy	6.23832462504
Extend	2.07944154168
touched	2.07944154168
rich	12.4766492501
foremost	0.0
pocket	2.07944154168
lenders	6.23832462504
altogether	2.07944154168
Senators	2.07944154168
spilling	0.0
Rio	2.07944154168
release	2.07944154168
respond	8.31776616672
disaster	8.31776616672
fair	49.9065970003
Heres	6.23832462504
result	16.6355323334
fail	6.23832462504
John	14.5560907918
best	85.2571032089
ambitions	2.07944154168
preserve	6.23832462504
discipline	4.15888308336
never	68.6215708754
nationwide	2.07944154168
nature	2.07944154168
rolled	4.15888308336
affiliates	10.3972077084
carbon	14.5560907918
debt	54.0654800837
tyranny	4.15888308336
accident	2.07944154168
sacrificing	2.07944154168
country	237.056335752
demanded	2.07944154168
Godgiven	2.07944154168
argue	10.3972077084
asked	22.8738569585
eradicate	4.15888308336
irresponsible	4.15888308336
pregnancy	2.07944154168
source	12.4766492501
union	14.5560907918
much	41.5888308336
privilege	2.07944154168
life	54.0654800837
crying	2.07944154168
Tokyo	2.07944154168
worker	20.7944154168
facetoface	2.07944154168
lift	12.4766492501
child	49.9065970003
worked	45.747713917
commerce	8.31776616672
presidency	6.23832462504
FixItFirst	2.07944154168
Both	6.23832462504
taunts	2.07944154168
trusted	2.07944154168
damaged	2.07944154168
Valley	0.0
things	54.0654800837
democracies	2.07944154168
harmony	2.07944154168
principals	4.15888308336
fairly	2.07944154168
marches	2.07944154168
Maybe	2.07944154168
workforce	24.9532985002
graduations	2.07944154168
pioneers	2.07944154168
corporate	12.4766492501
opinions	6.23832462504
spurred	2.07944154168
Thank	24.9532985002
Russians	0.0
Offer	2.07944154168
had	74.8598955005
advancement	2.07944154168
Leonard	2.07944154168
easy	33.2710646669
prison	10.3972077084
has	343.107854377
survival	2.07944154168
disagreement	0.0
possible	47.8271554586
gridlock	2.07944154168
birth	4.15888308336
shadow	6.23832462504
unique	0.0
desire	2.07944154168
Steves	2.07944154168
remind	4.15888308336
pavement	2.07944154168
steps	41.5888308336
Pentagon	4.15888308336
Warren	2.07944154168
battlefield	4.15888308336
attorney	2.07944154168
right	199.626388001
old	29.1121815835
crowd	4.15888308336
people	395.093892919
creed	6.23832462504
System	4.15888308336
Between	2.07944154168
enemies	14.5560907918
for	1062.5946278
bottom	6.23832462504
creative	0.0
contributing	2.07944154168
continue	60.3038047087
Facebook	2.07944154168
TySheoma	2.07944154168
Hawaii	2.07944154168
shifting	2.07944154168
losing	4.15888308336
manufacturing	43.6682723753
Think	8.31776616672
shaken	2.07944154168
First	18.7149738751
offramp	2.07944154168
dollars	41.5888308336
citizens	60.3038047087
slightly	2.07944154168
raised	6.23832462504
facility	2.07944154168
son	16.6355323334
beings	2.07944154168
magazines	2.07944154168
raises	2.07944154168
Korean	4.15888308336
reducing	12.4766492501
support	106.051518626
ISIL	18.7149738751
launching	10.3972077084
offer	18.7149738751
talents	4.15888308336
safeguard	2.07944154168
humbled	2.07944154168
whove	16.6355323334
devices	2.07944154168
panels	4.15888308336
adopt	2.07944154168
liberal	8.31776616672
centrifuges	2.07944154168
Six	2.07944154168
proven	6.23832462504
proves	2.07944154168
exist	6.23832462504
negotiations	12.4766492501
Coburn	2.07944154168
role	10.3972077084
protester	0.0
ambitious	6.23832462504
transgender	2.07944154168
roll	4.15888308336
intend	24.9532985002
invested	4.15888308336
rolling	4.15888308336
reorganization	2.07944154168
time	249.532985002
push	8.31776616672
childs	4.15888308336
Buffett	4.15888308336
theaters	2.07944154168
Indiana	2.07944154168
chair	4.15888308336
nonproliferation	2.07944154168
selfgovernment	4.15888308336
Believe	2.07944154168
oversight	2.07944154168
paychecks	12.4766492501
Scranton	2.07944154168
refinance	6.23832462504
choice	18.7149738751
stays	0.0
launchers	4.15888308336
tear	2.07944154168
Tax	4.15888308336
leave	31.1916231252
solved	2.07944154168
settle	4.15888308336
team	4.15888308336
unclogging	2.07944154168
speculation	2.07944154168
prevent	35.3505062086
sign	16.6355323334
bulldozed	2.07944154168
Beshear	2.07944154168
educate	10.3972077084
essence	2.07944154168
celebrated	2.07944154168
current	2.07944154168
scrimped	2.07944154168
falling	2.07944154168
ground	14.5560907918
boost	4.15888308336
understanding	6.23832462504
enriches	2.07944154168
Ms	2.07944154168
Mr	31.1916231252
alone	24.9532985002
along	8.31776616672
My	33.2710646669
funded	2.07944154168
ineffective	2.07944154168
studies	2.07944154168
influx	0.0
nowhere	2.07944154168
tasks	2.07944154168
love	29.1121815835
prefer	4.15888308336
betraying	2.07944154168
fake	2.07944154168
August	2.07944154168
working	101.892635542
angry	2.07944154168
by	399.252776003
imaginations	2.07944154168
wondering	2.07944154168
scope	4.15888308336
Those	20.7944154168
afford	60.3038047087
everywhere	10.3972077084
virtue	2.07944154168
easiest	2.07944154168
behalf	6.23832462504
honey	2.07944154168
anything	16.6355323334
Pope	4.15888308336
originally	2.07944154168
pretend	2.07944154168
Locks	2.07944154168
printing	2.07944154168
values	62.3832462504
believed	12.4766492501
Our	93.5748693756
allowed	22.8738569585
divided	4.15888308336
Who	2.07944154168
divides	2.07944154168
taxpayerfunded	2.07944154168
laundry	2.07944154168
spot	0.0
applications	2.07944154168
improving	4.15888308336
such	20.7944154168
revealed	2.07944154168
stress	2.07944154168
natural	27.0327400418
sectors	2.07944154168
st	29.1121815835
so	195.467504918
forebears	2.07944154168
tutoring	2.07944154168
insurgency	2.07944154168
unacceptable	2.07944154168
years	341.028412835
hiring	6.23832462504
yearn	2.07944154168
splurge	2.07944154168
Verizon	2.07944154168
torn	2.07944154168
amazing	6.23832462504
suspicion	0.0
bipartisan	45.747713917
decades	43.6682723753
recipients	0.0
civilian	4.15888308336
matches	2.07944154168
smarter	12.4766492501
nation	143.481466376
retrain	0.0
records	4.15888308336
drilling	6.23832462504
sorted	2.07944154168
reckoning	2.07944154168
twilight	2.07944154168
cop	0.0
establishing	2.07944154168
Grants	2.07944154168
rundown	2.07944154168
instability	0.0
personalizing	0.0
quarter	10.3972077084
crushing	4.15888308336
breakthrough	4.15888308336
entering	4.15888308336
Michigan	4.15888308336
Welcome	2.07944154168
abide	2.07944154168
Job	2.07944154168
protections	8.31776616672
Joe	10.3972077084
suggesting	0.0
million	91.4954278339
incentives	22.8738569585
governing	2.07944154168
loyalty	0.0
complicated	8.31776616672
training	45.747713917
wrong	14.5560907918
massive	16.6355323334
routes	2.07944154168
neglect	2.07944154168
Brazil	2.07944154168
saving	10.3972077084
one	262.009634252
vote	66.5421293338
open	37.4299477502
city	8.31776616672
harnesses	2.07944154168
bite	0.0
encourages	8.31776616672
stifled	2.07944154168
proving	4.15888308336
TransPacific	4.15888308336
History	2.07944154168
Seven	2.07944154168
rival	4.15888308336
crossroads	2.07944154168
rehab	2.07944154168
future	160.116998709
Businesses	4.15888308336
addressing	6.23832462504
illness	4.15888308336
turned	10.3972077084
argument	4.15888308336
say	51.986038542
buried	2.07944154168
saw	22.8738569585
sat	4.15888308336
Jewish	4.15888308336
warriors	4.15888308336
aside	10.3972077084
take	133.084258668
Half	2.07944154168
destroy	4.15888308336
tractorsgrocery	2.07944154168
Getting	2.07944154168
candidly	2.07944154168
knew	14.5560907918
firstclass	4.15888308336
average	14.5560907918
farmers	8.31776616672
drive	10.3972077084
defeating	2.07944154168
federal	45.747713917
laws	29.1121815835
walking	0.0
surplus	4.15888308336
commitments	6.23832462504
bright	2.07944154168
Systems	2.07944154168
neighborsI	2.07944154168
aggressive	2.07944154168
slow	8.31776616672
tears	2.07944154168
Leadership	0.0
congressional	0.0
dispute	0.0
assistant	2.07944154168
Romneys	2.07944154168
recruiters	2.07944154168
Twentyfirst	6.23832462504
scorekeeper	2.07944154168
resource	4.15888308336
bestselling	2.07944154168
worried	2.07944154168
surgeries	2.07944154168
vision	12.4766492501
driveways	2.07944154168
revitalizing	2.07944154168
surgery	4.15888308336
That	85.2571032089
vaccines	2.07944154168
forsake	0.0
jobs	361.822828252
concentrate	2.07944154168
spark	2.07944154168
undermine	0.0
energyefficiency	2.07944154168
concentrated	0.0
many	118.528167876
flipped	2.07944154168
deduction	4.15888308336
s	12.4766492501
workplace	4.15888308336
expression	2.07944154168
jobI	2.07944154168
allowance	2.07944154168
handouts	2.07944154168
Team	4.15888308336
math	20.7944154168
caring	2.07944154168
stretch	4.15888308336
fiveyear	2.07944154168
combined	4.15888308336
Cleareyed	0.0
wants	20.7944154168
influence	12.4766492501
thousand	16.6355323334
formed	4.15888308336
rooftops	0.0
former	2.07944154168
pettiness	2.07944154168
polls	0.0
endures	4.15888308336
policies	14.5560907918
squeezed	0.0
curricula	2.07944154168
endured	4.15888308336
threequarters	4.15888308336
fastchanging	2.07944154168
engaged	2.07944154168
Looking	2.07944154168
technology	45.747713917
fame	2.07944154168
PreK	0.0
threatens	6.23832462504
surveillance	4.15888308336
I	917.033719881
boosted	4.15888308336
structurally	2.07944154168
cheers	2.07944154168
IRA	2.07944154168
recapture	2.07944154168
Pattons	2.07944154168
reenergized	2.07944154168
costs	51.986038542
trains	6.23832462504
Milwaukee	2.07944154168
summer	8.31776616672
being	45.747713917
rest	35.3505062086
safeguards	4.15888308336
summed	2.07944154168
occasional	2.07944154168
bricks	2.07944154168
formative	2.07944154168
Guantanamo	6.23832462504
topdown	2.07944154168
skies	2.07944154168
Andrews	2.07944154168
around	51.986038542
Aung	2.07944154168
rejoin	4.15888308336
sums	2.07944154168
dark	2.07944154168
traffic	2.07944154168
preference	2.07944154168
world	214.182478793
dare	2.07944154168
obstruct	2.07944154168
explaining	2.07944154168
Brandon	10.3972077084
scholarships	2.07944154168
memories	0.0
corrosive	4.15888308336
restoring	4.15888308336
accessing	2.07944154168
scientific	4.15888308336
power	93.5748693756
industrialized	2.07944154168
leadership	58.224363167
Revolution	2.07944154168
package	0.0
industry	49.9065970003
favorite	2.07944154168
neighbor	4.15888308336
act	39.5093892919
mean	16.6355323334
moonshot	0.0
fundraising	2.07944154168
burning	2.07944154168
No	60.3038047087
parties	43.6682723753
accumulated	2.07944154168
dawned	2.07944154168
her	81.0982201255
hes	16.6355323334
betrays	0.0
sides	6.23832462504
Peninsula	8.31776616672
bubble	6.23832462504
complete	12.4766492501
institutions	12.4766492501
Schools	2.07944154168
billionaires	2.07944154168
Small	4.15888308336
technologies	14.5560907918
with	636.309111754
buying	4.15888308336
pull	14.5560907918
Rodriguez	2.07944154168
House	29.1121815835
abuses	2.07944154168
trips	2.07944154168
gone	14.5560907918
citizenship	8.31776616672
certain	18.7149738751
am	35.3505062086
al	41.5888308336
wartime	2.07944154168
an	255.771309627
How	18.7149738751
as	474.112671503
at	272.40684196
walks	4.15888308336
watched	2.07944154168
dawn	2.07944154168
Real	4.15888308336
vocational	2.07944154168
graduate	16.6355323334
tight	2.07944154168
Atlantic	2.07944154168
Lady	6.23832462504
waving	2.07944154168
Bighearted	0.0
Point	2.07944154168
Street	31.1916231252
mass	2.07944154168
Wages	2.07944154168
legislatures	2.07944154168
consider	6.23832462504
caused	2.07944154168
code	29.1121815835
Fig	2.07944154168
fairness	6.23832462504
causes	6.23832462504
to	3734.67700886
highquality	14.5560907918
th	12.4766492501
Fortythree	2.07944154168
paying	27.0327400418
returned	4.15888308336
detention	4.15888308336
labor	12.4766492501
condition	6.23832462504
cable	2.07944154168
laying	8.31776616672
joined	6.23832462504
large	6.23832462504
small	85.2571032089
sank	2.07944154168
quicker	2.07944154168
penalties	4.15888308336
past	60.3038047087
pass	49.9065970003
Join	2.07944154168
investment	31.1916231252
quicken	2.07944154168
higherpaying	2.07944154168
clock	4.15888308336
disruptions	4.15888308336
prevailed	2.07944154168
Ferguson	2.07944154168
scientists	16.6355323334
Cape	2.07944154168
nurse	4.15888308336
full	31.1916231252
hours	6.23832462504
musthave	2.07944154168
civilians	14.5560907918
hast	0.0
experience	8.31776616672
prior	2.07944154168
healthier	6.23832462504
skyrocket	2.07944154168
pick	4.15888308336
action	41.5888308336
skepticism	2.07944154168
followed	4.15888308336
Abess	2.07944154168
cynics	4.15888308336
Russian	2.07944154168
more	638.388553296
teen	4.15888308336
Financing	2.07944154168
door	6.23832462504
Philippines	2.07944154168
waterways	2.07944154168
tested	4.15888308336
foundations	4.15888308336
keeping	6.23832462504
science	43.6682723753
installing	2.07944154168
sent	35.3505062086
evolved	2.07944154168
learn	12.4766492501
Your	2.07944154168
accept	10.3972077084
states	58.224363167
fiercely	4.15888308336
sense	37.4299477502
gallon	4.15888308336
condemn	2.07944154168
huge	8.31776616672
respective	0.0
earnings	4.15888308336
plant	6.23832462504
plans	6.23832462504
mapping	2.07944154168
waver	2.07944154168
waves	4.15888308336
refuse	6.23832462504
fundamental	6.23832462504
nucleararmed	4.15888308336
Putins	2.07944154168
trade	35.3505062086
attitude	2.07944154168
paper	2.07944154168
signs	2.07944154168
turbine	4.15888308336
its	241.215218835
rapidly	2.07944154168
deeds	2.07944154168
Transatlantic	2.07944154168
ally	2.07944154168
colleague	2.07944154168
tyrants	0.0
entire	12.4766492501
propose	6.23832462504
consign	2.07944154168
SimpsonBowles	2.07944154168
Ritterby	2.07944154168
always	54.0654800837
truths	2.07944154168
yearns	2.07944154168
courses	4.15888308336
Thanks	10.3972077084
found	12.4766492501
investigators	2.07944154168
status	12.4766492501
reduce	47.8271554586
operation	2.07944154168
really	8.31776616672
try	22.8738569585
missed	2.07944154168
mattered	2.07944154168
research	54.0654800837
plotting	0.0
salute	4.15888308336
belief	8.31776616672
risen	2.07944154168
drifting	2.07944154168
outbuild	2.07944154168
imagine	2.07944154168
rises	2.07944154168
II	8.31776616672
owners	12.4766492501
testament	2.07944154168
major	14.5560907918
rooted	0.0
slipped	2.07944154168
number	24.9532985002
sequester	2.07944154168
protectionism	2.07944154168
guess	4.15888308336
heads	4.15888308336
leverage	4.15888308336
jet	2.07944154168
Elkhart	2.07944154168
swipe	2.07944154168
threatening	0.0
Regulators	2.07944154168
erupted	2.07944154168
relationship	4.15888308336
immediate	6.23832462504
typhoon	2.07944154168
stairs	4.15888308336
determined	14.5560907918
marriage	6.23832462504
Cordray	2.07944154168
sell	16.6355323334
Food	0.0
self	2.07944154168
jeopardize	6.23832462504
reliance	2.07944154168
also	178.831972584
play	20.7944154168
swiftly	2.07944154168
affordability	2.07944154168
unused	2.07944154168
plan	89.4159862922
Google	6.23832462504
Capitol	4.15888308336
seize	8.31776616672
sometimes	4.15888308336
doubts	4.15888308336
dragged	4.15888308336
gold	2.07944154168
expressed	2.07944154168
freight	2.07944154168
selfhealing	2.07944154168
impact	12.4766492501
Muslim	4.15888308336
failed	6.23832462504
Base	2.07944154168
loved	6.23832462504
dependent	2.07944154168
resent	2.07944154168
preparing	4.15888308336
devising	2.07944154168
Help	2.07944154168
set	64.4626877921
For	64.4626877921
carrying	2.07944154168
startup	2.07944154168
see	89.4159862922
migration	2.07944154168
Founders	0.0
outward	0.0
movie	2.07944154168
currently	2.07944154168
pickup	0.0
thrive	2.07944154168
knowing	12.4766492501
candor	2.07944154168
hardship	8.31776616672
targeted	4.15888308336
Florida	2.07944154168
Against	2.07944154168
untouched	4.15888308336
empowering	2.07944154168
prospects	2.07944154168
improved	2.07944154168
barely	8.31776616672
longestserving	2.07944154168
connection	2.07944154168
let	54.0654800837
whole	10.3972077084
load	2.07944154168
Teddy	2.07944154168
acted	8.31776616672
allegiance	2.07944154168
community	66.5421293338
coincidence	2.07944154168
church	2.07944154168
supercomputers	2.07944154168
belt	2.07944154168
roofing	4.15888308336
carpetbomb	0.0
Macs	2.07944154168
monthly	8.31776616672
acceptance	2.07944154168
unpatriotic	0.0
Care	6.23832462504
firm	4.15888308336
fire	4.15888308336
fund	12.4766492501
races	2.07944154168
representative	0.0
towns	14.5560907918
Starting	4.15888308336
uncertain	6.23832462504
judicial	2.07944154168
reliable	2.07944154168
expanded	4.15888308336
budget	68.6215708754
admire	2.07944154168
receive	20.7944154168
electionyear	2.07944154168
budged	4.15888308336
triple	2.07944154168
elevated	0.0
shorter	0.0
rules	51.986038542
virtually	2.07944154168
affairs	4.15888308336
flooded	2.07944154168
comprehensive	22.8738569585
Immigrants	0.0
levels	4.15888308336
Raleigh	4.15888308336
necessity	2.07944154168
basest	2.07944154168
concrete	4.15888308336
eager	10.3972077084
parents	39.5093892919
homeland	2.07944154168
On	20.7944154168
doors	8.31776616672
emergency	4.15888308336
demands	12.4766492501
Of	27.0327400418
couple	0.0
wives	2.07944154168
oneyear	2.07944154168
suffering	4.15888308336
entrenched	4.15888308336
Or	12.4766492501
projects	24.9532985002
antiSemitism	2.07944154168
imposed	2.07944154168
relied	2.07944154168
consensus	2.07944154168
individuals	4.15888308336
tribes	0.0
spring	8.31776616672
bounce	4.15888308336
sight	2.07944154168
broadband	6.23832462504
religion	6.23832462504
efficiencies	2.07944154168
Overwhelming	2.07944154168
temple	2.07944154168
be	426.285516044
Look	10.3972077084
agreement	20.7944154168
shale	4.15888308336
UPS	2.07944154168
Sanchez	2.07944154168
