	677
Too	4
Tom	2
supermajority	1
forcefully	1
markets	13
flat	1
flaw	1
knows	8
Reinvestment	1
flag	3
known	12
glad	1
largescale	2
debates	8
Expanding	1
equation	1
debated	2
Tomorrow	1
embarrassing	1
challenging	1
prompting	1
protects	4
airplane	1
Benghazi	1
goal	23
rather	3
speeding	1
shouldnt	15
reflect	6
disable	1
Upward	1
shortcomings	1
short	1
reestablishing	1
shore	3
Democrats	32
Armed	3
turnover	1
developed	1
mission	13
isnt	13
scientist	1
March	2
pray	2
inward	1
resort	1
might	14
somebody	4
framework	2
communities	28
hunted	1
bigger	11
policeman	1
inequality	4
inherent	1
friendship	1
weight	4
needless	1
generation	22
Tripoli	1
pirated	1
expect	11
More	13
adhere	2
health	65
Mali	2
teach	4
generate	4
Rebekah	7
thread	1
People	5
threat	16
Pass	2
consequence	1
fallen	5
feed	4
feel	12
churning	1
fancy	1
revive	2
feet	3
brave	4
fees	1
story	12
temperature	1
leading	8
financed	2
Selma	1
downpayment	1
steals	1
storm	3
Abroad	1
store	1
pipelines	1
option	1
pump	2
checklist	1
convinces	1
Companies	2
convinced	4
kind	13
double	7
risks	3
Elementary	1
Protecting	1
stale	1
risky	2
cleaner	6
uniforms	1
gals	1
strengthen	17
imports	2
recoverygov	1
alike	3
nights	1
gutwrenching	1
Germany	4
finding	2
bonetired	1
added	6
electric	1
reach	17
Equal	1
cuttingedge	1
storefronts	1
enduring	5
nothing	12
measured	1
achievement	6
windows	1
traditional	1
Sikh	1
nobid	1
uniform	7
Affordable	3
securing	2
penalty	2
unilaterally	1
his	48
hit	11
gains	2
strongholds	1
longest	2
saluting	1
emails	1
Olympic	1
sustainable	3
wrote	7
forego	1
art	1
dump	1
intelligence	8
defense	11
are	319
chambers	1
arm	1
declined	2
threats	12
Oregon	1
unions	1
corruption	3
recently	3
creating	12
sold	3
attention	3
succeed	13
opposition	3
African	1
competent	2
prescription	7
riddled	2
became	5
bond	1
finds	1
reasons	2
slots	1
Unprecedented	1
decline	7
incomes	6
political	12
due	1
whos	9
whom	1
reduction	6
Plan	2
whod	1
sending	5
dropout	1
demand	5
plants	5
stolen	1
bailouts	3
frozen	1
Bloody	1
behavior	3
engineers	3
City	3
enriching	1
onceshuttered	1
rid	6
alliances	6
anguish	1
ethnicity	1
numberone	2
ample	1
ideologies	1
widely	1
peoples	8
shirk	1
daughters	4
higher	33
Ill	13
negotiate	3
arrived	4
contractors	1
robust	1
lower	15
earmark	3
Miller	1
anybody	1
cheer	1
edge	1
stating	1
AIDSfree	1
competitive	5
repealing	1
questions	4
Taken	1
retired	1
continent	1
profitable	4
tables	1
illusions	2
majority	6
workers	55
violations	2
customers	6
Last	15
advocate	3
Air	1
Yemen	4
Pakistan	5
confront	4
shapes	1
distrust	1
unstable	1
perpetual	2
understood	1
outteach	1
modernize	1
prop	1
innovation	24
refused	1
refuses	1
intense	1
pipeline	1
entrepreneurs	10
completing	1
ordeal	1
range	1
adversity	3
hatred	1
womens	1
stitched	1
resilience	3
canal	2
whims	1
entitlement	1
question	9
long	32
Every	9
Bryan	3
governmentOur	1
Austin	1
deployed	1
called	10
freak	1
shortcuts	1
cover	5
divisive	1
associates	1
independents	1
tone	1
malicious	1
backs	2
teams	1
income	9
generates	1
problems	12
helping	20
develops	1
allowing	1
Making	1
suffers	1
vice	1
yardsticks	1
once	18
Department	4
contributions	2
issues	11
uphold	4
stable	5
dramatically	1
confirmation	2
wished	1
Kyi	1
Ukraines	1
Estiven	1
deals	4
polling	1
dealt	1
alltime	3
reemployment	1
Earned	1
Allentown	1
isolate	1
malice	1
State	6
universities	10
networks	10
Regulations	1
relent	3
capital	2
relocate	1
ammunition	1
chose	2
degree	7
pushing	2
youngest	2
separation	1
skyrocketed	1
larger	2
leaving	4
nationbuild	1
payoffs	1
Robert	2
apply	1
fed	1
fee	3
from	212
few	24
chip	1
sort	1
brochure	1
women	32
stabilized	2
getting	18
dusted	1
anywhere	3
decadeslong	1
proof	2
Annapolis	1
tax	79
weve	69
something	18
counterfeit	1
united	9
memorize	1
sit	4
six	13
struggles	3
unites	1
instead	15
struggled	2
attend	1
abuse	5
ethnic	1
readiness	1
majorities	1
light	1
honestly	1
stamped	1
looks	1
lifeblood	2
unchecked	1
underwater	1
Elyria	1
permanent	4
choose	12
covered	3
defining	2
violating	1
campaigned	1
insourcing	1
material	3
spikes	1
Can	1
ambition	1
worlds	18
profound	3
eased	1
trimmed	1
bills	13
related	1
Next	2
doubled	4
Which	1
our	865
out	80
category	1
respects	2
frontier	1
integrates	1
chaos	1
Nearly	1
honorable	1
supports	3
disclose	2
This	44
vacations	1
conflicts	5
repairing	1
fascism	1
conversation	1
homelessness	1
plainly	1
proposing	10
Model	1
North	11
priority	6
their	236
shell	1
reversed	3
reverses	1
blind	3
succeeded	3
isolation	1
infectious	1
limiting	1
patients	6
allin	1
linked	1
Independent	1
afraid	1
agency	2
which	22
alienating	1
combat	12
collaboration	1
who	221
accountants	3
Abraham	1
why	105
deny	5
Lock	2
looked	1
Earth	16
gain	3
Everybody	1
chances	3
agreed	6
playbook	1
Innovation	1
fear	9
darkest	1
agrees	1
litigation	1
showdowns	1
candidates	1
local	7
spun	1
prosecute	1
watching	7
ones	10
words	12
THE	5
Providing	1
chips	1
GPS	1
enlisting	2
ended	2
married	1
Experts	2
generations	19
view	3
available	5
shedding	1
merits	1
Ebola	2
closer	3
frustrates	1
droughts	2
favor	3
closed	1
stories	6
blocked	1
frustrated	2
environmentalists	1
bought	4
ability	7
opening	2
Blacksburg	1
agencies	3
embarrassment	1
job	72
swift	1
Reforming	1
budgeting	1
urging	1
Sustaining	1
safely	2
reacting	1
wall	1
walk	12
packaging	1
Finally	5
respect	9
decent	3
agreements	6
proudest	1
harshest	1
Credit	1
ensuring	3
last	73
perseveres	1
Force	1
fearful	2
choices	7
will	411
thus	1
malls	1
lightweight	1
perhaps	2
unite	1
member	4
unity	2
largest	18
gets	9
difficult	14
Third	5
disagree	3
diploma	8
student	23
lowerwage	1
lobby	1
antsy	1
gutter	1
fighting	9
States	41
gutted	1
excessive	1
heavily	1
half	21
obtain	1
batteries	4
rocked	1
consume	1
supply	2
capabilities	3
simple	14
attractive	2
smart	6
loan	6
enact	1
openended	2
know	120
presume	1
redesign	3
Within	2
loses	1
taxpayers	8
Inspector	1
exceed	1
because	118
Suu	1
growth	19
export	4
employment	3
scares	1
disrupting	1
lead	36
leak	1
breakthroughs	4
leader	4
locate	4
ripped	1
murderer	1
murdered	1
Brothers	3
throng	1
extension	1
saddle	1
spilled	1
dependence	3
surge	2
Americans	145
own	50
unsustainable	1
owe	3
weather	1
promise	24
Enforcement	1
transfer	1
overtime	1
funds	2
Detroit	4
Boehner	1
mailed	1
automated	1
made	53
tactics	1
Ten	1
whether	18
Tea	1
retool	2
record	10
below	1
demonstrate	1
broadly	1
unfolding	1
goodness	1
mutual	1
yearolds	1
incredible	6
percent	29
Islamic	1
other	56
Five	1
boom	1
branch	1
Manufacturing	1
conclusion	1
kinds	1
risked	1
accomplish	2
gap	1
factors	1
